nodeID,networkCanvasEgoUUID,networkCanvasUUID,alter_age,ego_alter_interaction_context_family,ego_alter_interaction_context_community,ego_alter_interaction_context_school,ego_alter_interaction_context_work,ego_alter_interaction_context_social,ego_alter_interaction_frequency,ego_alter_cs_frequency,ego_alter_language_english,ego_alter_language_spanish,ego_alter_language_mandarin,ego_alter_language_cantonese,ego_alter_language_filipino,ego_alter_language_vietnamese,ego_alter_language_arabic,ego_alter_language_korean,ego_alter_language_japanese,ego_alter_language_other,alter_language_english,alter_language_spanish,alter_language_mandarin,alter_language_cantonese,alter_language_filipino,alter_language_vietnamese,alter_language_arabic,alter_language_korean,alter_language_japanese,alter_language_other,name,alter_gender,ego_alter_emotional_closeness,ego_alter_interaction_context,languageKnownCategory,languageUsedCategory
4,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,0b06e3e7-e49b-473a-a4b2-1eb747d9af43,36_45,FALSE,FALSE,FALSE,FALSE,TRUE,2,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter4,male,1,social,English,English
5,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,4fc18260-c257-49eb-80ef-1f1d94f0cb62,46_55,FALSE,TRUE,FALSE,FALSE,FALSE,3,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter5,female,4,community,English,English
6,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,cd668468-1876-413d-b643-3255d63e78c0,36_45,FALSE,FALSE,FALSE,FALSE,TRUE,5,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter6,other,5,social,English,English
7,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,12d15ea3-ef61-4c0f-ab92-336f33c599c2,36_45,TRUE,FALSE,FALSE,FALSE,FALSE,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter7,female,3,family,English,English
8,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,42f4e95d-8951-4dc6-9169-b74e15da4c9f,10_17,TRUE,FALSE,FALSE,FALSE,FALSE,5,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter8,female,3,family,English,English
9,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,9bb7ca33-f053-4a25-83be-9a1e0c3ce833,26_35,FALSE,FALSE,TRUE,FALSE,FALSE,3,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter9,female,3,school,Spanish,Spanish
10,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,3e9758b4-0007-4f42-9189-37c33db769dc,65_99,FALSE,FALSE,FALSE,FALSE,TRUE,3,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter10,female,1,social,Spanish,Spanish
11,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,41fa8152-3f81-4c1a-be2a-71fa3c9fe093,36_45,FALSE,FALSE,FALSE,TRUE,FALSE,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter11,female,3,work,Spanish,Spanish
12,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,2d4fe911-7536-4292-822e-05fd07ed1247,36_45,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter12,other,4,community,Spanish,Spanish
13,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,52d643ab-0445-414b-be60-0d22d68c695f,56_65,FALSE,FALSE,FALSE,FALSE,TRUE,5,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter13,female,1,social,Spanish,Spanish
14,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,71cae1eb-ff83-4b42-87b6-82112f732bee,18_25,TRUE,FALSE,FALSE,FALSE,FALSE,5,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter14,female,3,family,Spanish,Spanish
15,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,e5c39b6c-4d80-49d9-b02a-b6ed131ae517,18_25,FALSE,FALSE,FALSE,FALSE,TRUE,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter15,female,1,social,Spanish,Spanish
1,82d2ef44-8636-4214-ba7b-4694793321d2,f17d26b9-2984-468b-a64e-132e928bbb5f,56_65,FALSE,FALSE,TRUE,FALSE,FALSE,5,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter1,other,1,school,Spanish-English,Spanish-English
2,82d2ef44-8636-4214-ba7b-4694793321d2,4fe04fde-4576-4948-8a5c-95fe08a04258,26_35,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter2,female,4,social,Spanish-English,Spanish-English
3,82d2ef44-8636-4214-ba7b-4694793321d2,7c7c8e49-f425-4d4e-89eb-df5bdffaa523,26_35,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter3,male,1,social,Spanish-English,Spanish-English
4,82d2ef44-8636-4214-ba7b-4694793321d2,d7b5768e-341e-45f9-bef1-a1b59fbe1257,46_55,FALSE,FALSE,TRUE,FALSE,FALSE,1,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter4,other,3,school,Spanish-English,Spanish-English
5,82d2ef44-8636-4214-ba7b-4694793321d2,53866ce4-d1df-4309-8d85-da0daab48b2e,56_65,FALSE,FALSE,TRUE,FALSE,FALSE,3,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter5,male,3,school,Spanish-English,Spanish-English
6,82d2ef44-8636-4214-ba7b-4694793321d2,8116a6cd-0bcd-4102-be3c-ad6c143e3af3,18_25,FALSE,FALSE,FALSE,FALSE,TRUE,2,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter6,male,4,social,English,English
7,82d2ef44-8636-4214-ba7b-4694793321d2,e45ed03e-47cd-490e-ae21-d345a9e7f67d,36_45,FALSE,TRUE,FALSE,FALSE,FALSE,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter7,other,1,community,English,English
8,82d2ef44-8636-4214-ba7b-4694793321d2,ba8ed2ca-a947-41ed-aa14-ab682c988f2d,36_45,FALSE,FALSE,TRUE,FALSE,FALSE,2,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter8,male,5,school,English,English
9,82d2ef44-8636-4214-ba7b-4694793321d2,fa4bd65c-14d7-4de8-a52b-2ceec9f65242,46_55,FALSE,FALSE,FALSE,FALSE,TRUE,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter9,male,4,social,English,English
10,82d2ef44-8636-4214-ba7b-4694793321d2,8414ad7c-8c46-46db-b94a-dd2003f1bf54,65_99,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter10,other,1,community,English,English
11,82d2ef44-8636-4214-ba7b-4694793321d2,6625f87d-bf77-44a3-9e2d-64d9c86d674f,46_55,FALSE,FALSE,TRUE,FALSE,FALSE,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter11,female,3,school,Spanish,Spanish
12,82d2ef44-8636-4214-ba7b-4694793321d2,5a9d6905-a9cb-4a12-9c0c-47c6c958ca59,26_35,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter12,female,1,community,Spanish,Spanish
13,82d2ef44-8636-4214-ba7b-4694793321d2,552bc356-6c66-4d98-a8f3-6f5fd361a2e3,65_99,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter13,female,4,community,Spanish,Spanish
14,82d2ef44-8636-4214-ba7b-4694793321d2,01b04741-4cd5-4323-a7ed-f99c7fcf8087,26_35,FALSE,FALSE,FALSE,TRUE,FALSE,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter14,male,4,work,Spanish,Spanish
15,82d2ef44-8636-4214-ba7b-4694793321d2,eef1cd83-043d-4984-8c07-0bdae925706a,18_25,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter15,female,4,community,Spanish,Spanish
1,28202870-0e8a-4600-9434-c280eff762cd,4d49ba4c-f9f8-41e2-a239-d144dc658721,65_99,FALSE,FALSE,FALSE,TRUE,FALSE,1,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter1,male,3,work,Spanish-English,Spanish-English
2,28202870-0e8a-4600-9434-c280eff762cd,2a409b4e-bf89-4189-a979-43fcb0462f2c,56_65,FALSE,FALSE,FALSE,TRUE,FALSE,5,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter2,other,5,work,Spanish-English,Spanish-English
3,28202870-0e8a-4600-9434-c280eff762cd,16ccf245-ba84-46e0-93b3-5defa16fb18d,26_35,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter3,female,3,social,Spanish-English,Spanish-English
4,28202870-0e8a-4600-9434-c280eff762cd,ef7f2b98-344c-44e8-8cf7-3e96e4114a93,65_99,FALSE,FALSE,FALSE,TRUE,FALSE,1,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter4,male,3,work,Spanish-English,Spanish-English
5,28202870-0e8a-4600-9434-c280eff762cd,9590a8c2-353e-445f-a8ff-8e7e2dfd52e3,18_25,FALSE,FALSE,FALSE,TRUE,FALSE,4,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter5,female,5,work,Spanish-English,Spanish-English
6,28202870-0e8a-4600-9434-c280eff762cd,ed1b49db-ad0a-4ca8-ab4a-dead022f4712,0_9,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter6,other,5,social,Spanish-English,Spanish-English
7,28202870-0e8a-4600-9434-c280eff762cd,2124acb2-6938-4f90-9027-61c402562067,10_17,TRUE,FALSE,FALSE,FALSE,FALSE,4,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter7,female,4,family,Spanish-English,Spanish-English
8,28202870-0e8a-4600-9434-c280eff762cd,9019859b-55a2-44f6-921c-6b794b72a850,0_9,FALSE,TRUE,FALSE,FALSE,FALSE,3,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter8,male,3,community,Spanish-English,Spanish-English
9,28202870-0e8a-4600-9434-c280eff762cd,46e83a43-dce7-47ac-bddc-c4eec32b7414,65_99,FALSE,TRUE,FALSE,FALSE,FALSE,3,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter9,male,4,community,Spanish-English,Spanish-English
10,28202870-0e8a-4600-9434-c280eff762cd,bd94b304-691b-490e-85ef-3398d3e374c0,56_65,FALSE,FALSE,TRUE,FALSE,FALSE,3,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter10,female,4,school,Spanish-English,Spanish-English
11,28202870-0e8a-4600-9434-c280eff762cd,e4fe731d-dd11-4d96-808c-f6affff1c938,0_9,TRUE,FALSE,FALSE,FALSE,FALSE,3,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter11,female,1,family,Spanish-English,Spanish-English
12,28202870-0e8a-4600-9434-c280eff762cd,9ab16a0b-f2e0-4692-b60b-23ab80caedb7,0_9,TRUE,FALSE,FALSE,FALSE,FALSE,2,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter12,female,1,family,Spanish-English,Spanish-English
13,28202870-0e8a-4600-9434-c280eff762cd,854a3a13-ecce-484a-a7a9-102dcde4281e,18_25,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter13,female,4,social,Spanish-English,Spanish-English
14,28202870-0e8a-4600-9434-c280eff762cd,c2b4e86c-684d-42af-8f52-857eed40dc8d,26_35,TRUE,FALSE,FALSE,FALSE,FALSE,4,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter14,other,3,family,Spanish-English,Spanish-English
15,28202870-0e8a-4600-9434-c280eff762cd,9a41b2f6-98d2-4730-818d-5b7aadf44858,18_25,FALSE,FALSE,TRUE,FALSE,FALSE,5,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter15,other,1,school,Spanish-English,Spanish-English
1,06029b97-694c-41b8-807e-4cb07dca16a8,e07abebf-cbd5-4b58-941b-a8cc9af8610f,36_45,TRUE,FALSE,FALSE,FALSE,FALSE,5,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter1,other,4,family,Spanish-English,Spanish-English
2,06029b97-694c-41b8-807e-4cb07dca16a8,5ba5be2c-1d23-42c4-b7fc-6d6bbe4b0f9e,65_99,TRUE,FALSE,FALSE,FALSE,FALSE,4,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter2,other,5,family,Spanish-English,Spanish-English
3,06029b97-694c-41b8-807e-4cb07dca16a8,bc0aec74-8bd2-46c3-8b43-3797e85c23cf,36_45,TRUE,FALSE,FALSE,FALSE,FALSE,3,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter3,female,1,family,Spanish-English,Spanish-English
4,06029b97-694c-41b8-807e-4cb07dca16a8,a162c1a7-bf2c-4d3b-8f38-17e608624264,36_45,FALSE,TRUE,FALSE,FALSE,FALSE,4,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter4,female,4,community,Spanish-English,Spanish-English
5,06029b97-694c-41b8-807e-4cb07dca16a8,c645f0a3-9fd5-4414-8324-c960983f79d4,56_65,FALSE,TRUE,FALSE,FALSE,FALSE,3,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter5,female,4,community,Spanish-English,Spanish-English
6,06029b97-694c-41b8-807e-4cb07dca16a8,aecbf17e-9a82-4aa1-9955-7e44d701f95e,46_55,FALSE,FALSE,TRUE,FALSE,FALSE,2,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter6,male,2,school,Spanish-English,Spanish-English
7,06029b97-694c-41b8-807e-4cb07dca16a8,f6c3871e-8439-4c64-a867-8168be65acdd,46_55,FALSE,FALSE,TRUE,FALSE,FALSE,3,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter7,male,3,school,Spanish-English,Spanish-English
8,06029b97-694c-41b8-807e-4cb07dca16a8,3f6d3f7e-104b-4fff-8282-5983efc7df0f,36_45,FALSE,FALSE,TRUE,FALSE,FALSE,5,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter8,female,5,school,Spanish-English,Spanish-English
9,06029b97-694c-41b8-807e-4cb07dca16a8,64061c1d-fb1d-47a4-8940-0bee121a0cf7,26_35,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter9,female,4,school,Spanish-English,Spanish-English
10,06029b97-694c-41b8-807e-4cb07dca16a8,a6021fce-167f-4850-bda6-38bbc6a9662b,65_99,FALSE,FALSE,FALSE,TRUE,FALSE,5,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter10,female,4,work,Spanish-English,Spanish-English
11,06029b97-694c-41b8-807e-4cb07dca16a8,6813db02-e1c6-4a4d-8be1-63acdc681fd8,65_99,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter11,female,1,work,Spanish-English,Spanish-English
12,06029b97-694c-41b8-807e-4cb07dca16a8,e510799d-906a-4ea9-bb04-8baf02b96772,36_45,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter12,male,2,work,Spanish-English,Spanish-English
13,06029b97-694c-41b8-807e-4cb07dca16a8,f743a562-a3c8-4951-86a1-5c709a576589,36_45,FALSE,FALSE,FALSE,FALSE,TRUE,5,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter13,male,4,social,Spanish-English,Spanish-English
14,06029b97-694c-41b8-807e-4cb07dca16a8,a580fe43-8d06-49a3-b75e-df36314ddea0,46_55,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter14,other,5,social,Spanish-English,Spanish-English
15,06029b97-694c-41b8-807e-4cb07dca16a8,8a42b8e2-fda9-4e69-a2a7-d58e6f226c12,46_55,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter15,other,4,social,Spanish-English,Spanish-English
1,aff41946-2537-401a-a542-d53d6c177529,7d7a654f-19a5-4e3a-b672-4491cb79ed9b,18_25,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter1,other,4,work,English,English
2,aff41946-2537-401a-a542-d53d6c177529,3945579e-67f4-46bd-abe5-de1a1112c92e,18_25,FALSE,FALSE,FALSE,FALSE,TRUE,2,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter2,female,1,social,English,English
3,aff41946-2537-401a-a542-d53d6c177529,ffaf9f92-c746-4bae-9d93-1f043bd232d0,56_65,FALSE,FALSE,FALSE,FALSE,TRUE,5,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter3,other,2,social,English,English
4,aff41946-2537-401a-a542-d53d6c177529,85214ab0-6643-43a1-8f19-26b590100c37,18_25,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter4,male,3,work,English,English
5,aff41946-2537-401a-a542-d53d6c177529,a523288c-8ef2-4d60-a4a5-82c8a4d40d60,36_45,FALSE,FALSE,FALSE,TRUE,FALSE,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter5,male,3,work,English,English
6,aff41946-2537-401a-a542-d53d6c177529,297dd6f6-957e-4719-aef2-9f39ff792984,18_25,FALSE,FALSE,FALSE,FALSE,TRUE,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter6,male,3,social,English,English
7,aff41946-2537-401a-a542-d53d6c177529,3b6da20a-a194-488a-befa-bcb1a0a1a72b,36_45,FALSE,FALSE,FALSE,FALSE,TRUE,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter7,other,3,social,English,English
8,aff41946-2537-401a-a542-d53d6c177529,42ec3105-1eaa-47e0-a6f8-f8e733ad5f5e,36_45,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,alter8,male,4,work,English,English
